--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
20111106 05:25	20.1	20.1	20.1	98	19.7	0	0	-100000	0.0	1008.0	0	0.000	0.0
20111106 05:30	20.0	20.0	20.0	98	19.7	0	0	-100000	0.0	1008.0	0	0.000	0.0
20111106 05:35	20.0	20.0	20.0	98	19.7	0	0	-100000	0.0	1008.0	0	0.000	0.0
20111106 05:40	19.9	19.9	19.9	98	19.6	0	0	-100000	0.0	1008.0	0	0.000	0.0
20111106 05:45	19.9	19.9	19.9	98	19.6	0	0	-100000	0.0	1008.1	0	0.000	0.0
20111106 05:50	19.9	19.9	19.9	97	19.5	0	0	-100000	0.0	1008.0	0	0.000	0.0
20111106 05:55	19.9	19.9	19.9	97	19.4	0	0	-100000	0.0	1008.1	0	0.000	0.0
20111106 06:00	19.9	19.9	19.9	97	19.4	0	0	-100000	0.0	1008.2	0	0.000	0.0
20111106 06:05	19.9	19.9	19.9	97	19.4	0	0	-100000	0.0	1008.1	0	0.000	0.0
20111106 06:10	19.9	19.9	19.9	97	19.4	0	0	-100000	0.0	1008.2	0	0.000	0.0
20111106 06:15	19.9	19.9	19.9	96	19.3	0	0	-100000	0.0	1008.2	0	0.000	0.0
20111106 06:20	19.9	19.9	19.9	96	19.2	0	0	-100000	0.0	1008.3	0	0.000	0.0
20111106 06:25	19.9	19.9	19.9	97	19.4	0	0	-100000	0.0	1008.4	0	0.000	0.0
20111106 06:30	19.9	19.9	19.9	97	19.4	0	0	-100000	0.0	1008.4	0	0.000	0.0
20111106 06:35	19.8	19.8	19.8	97	19.3	0	0	-100000	0.0	1008.5	3	0.000	0.0
20111106 06:40	19.9	19.9	19.9	97	19.4	0	0	-100000	0.0	1008.6	8	0.000	0.0
20111106 06:45	19.9	19.9	19.9	97	19.5	0	0	-100000	0.0	1008.7	12	0.000	0.0
20111106 06:50	20.1	20.1	20.1	97	19.6	0	0	-100000	0.0	1008.7	15	0.000	0.0
20111106 06:55	20.1	20.1	20.1	97	19.6	0	0	-100000	0.0	1008.7	18	0.000	0.0
20111106 07:00	20.2	20.2	20.2	97	19.7	0	0	-100000	0.0	1008.6	19	0.000	0.0
20111106 07:05	20.2	20.2	20.2	97	19.7	0	0	-100000	0.0	1008.7	20	0.000	0.0
20111106 07:10	20.2	20.2	20.2	96	19.5	0	0	-100000	0.0	1008.6	23	0.000	0.0
20111106 07:15	20.2	20.2	20.2	96	19.6	0	0	-100000	0.0	1008.8	26	0.000	0.0
20111106 07:20	20.3	20.3	20.3	96	19.6	0	0	-100000	0.0	1008.8	32	0.000	0.0
20111106 07:25	20.3	20.3	20.3	96	19.6	0	0	-100000	0.0	1008.9	37	0.000	0.0
20111106 07:30	20.3	20.3	20.3	97	19.8	0	0	-100000	0.0	1009.0	44	0.000	0.0
20111106 07:35	20.4	20.4	20.4	96	19.7	0	0	-100000	0.0	1009.1	54	0.000	0.0
20111106 07:40	20.5	20.5	20.5	96	19.8	0	0	-100000	0.0	1009.1	64	0.000	0.0
20111106 07:45	20.6	20.6	20.6	96	19.9	0	0	-100000	0.0	1009.2	76	0.000	0.0
20111106 07:50	20.8	20.8	20.8	96	20.2	0	0	-100000	0.0	1009.2	88	0.000	0.2
20111106 07:55	20.9	20.9	20.9	95	20.1	0	0	-100000	0.0	1009.2	100	0.000	0.5
20111106 08:00	21.2	21.2	21.2	94	20.2	0	0	-100000	0.0	1009.2	119	0.025	0.6
20111106 08:05	21.4	21.4	21.4	93	20.2	0	0	-100000	0.0	1009.3	133	0.000	0.7
20111106 08:10	21.6	21.6	21.6	93	20.4	0	0	-100000	0.0	1009.4	146	0.000	0.8
20111106 08:15	21.7	21.7	21.7	92	20.4	0	0	-100000	0.0	1009.4	164	0.000	0.8
20111106 08:20	21.9	21.9	21.9	91	20.3	0	3	158	0.0	1009.5	185	0.000	1.0
